,Unnamed: 0,Rating,Location,Headquarters,Size,Type of ownership,Sector,Revenue,Employer Provided Salary,Salary Per Hour,min salary,max salary,mean salary,Company,age,Company - Private,Company - Public,Government,Hospital,Nonprofit Organization,Other Organization,Subsidiary or Business Segment,le_sectors,mathematics,python, r ,machine learning,aws,cloud,excel,Senior/Junior,Role,No of competitors,Loc==HQ
122,122,4.0, DC, DC,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,85,159,122.0,Upside Business Travel,5,1,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,Data or ML Engineer,0,1
123,123,4.3, IL, IL,1001 - 5000 ,Company - Public,Other Sectors,$2 - $5 billion ,0,0,80,105,92.5,Equity Residential,27,0,1,0,0,0,0,0,9,1,1,1,1,0,1,1,0,Data or ML Engineer,3,1
124,124,2.3, MD, MD,501 - 1000 ,Company - Private,Business Services,$100 - $500 million ,0,0,43,81,62.0,Synagro,34,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Data Analyst,0,1
125,125,4.0, AL, AL,51 - 200 ,Other Organization,Business Services,$25 - $50 million ,0,0,29,50,39.5,Alliance Source Testing,20,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,Data Scientist,0,1
126,126,3.6, LA, CA,1001 - 5000 ,Company - Private,Manufacturing,$100 - $500 million ,0,0,82,133,107.5,Accuride International,54,1,0,0,0,0,0,0,8,1,0,0,1,0,0,1,0,Data Scientist,0,0
127,127,3.8, MO, MO,501 - 1000 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,26,55,40.5,Full Potential Solutions,3,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,0,Data Analyst,0,1
128,128,3.7, VA, CA,10000+ ,Company - Public,Information Technology,$10+ billion ,0,0,61,118,89.5,Visa Inc.,62,0,1,0,0,0,0,0,6,0,1,0,1,0,0,0,1,Data Scientist,3,0
129,129,4.4, IL, IL,201 - 500 ,Company - Private,Business Services,$50 - $100 million ,0,0,60,102,81.0,Maven Wave Partners,12,1,0,0,0,0,0,0,2,0,1,1,1,1,1,1,0,Data Scientist,0,1
130,130,4.0, VA, VA,501 - 1000 ,Company - Private,Information Technology,$100 - $500 million ,0,0,112,182,147.0,Novetta,8,1,0,0,0,0,0,0,6,0,1,1,1,1,0,0,1,Data Scientist,3,1
131,131,3.2, TX, TX,1001 - 5000 ,Company - Private,Finance,$100 - $500 million ,0,0,64,106,85.0,"First Command Financial Services, Inc.",62,1,0,0,0,0,0,0,4,0,1,1,1,0,0,1,0,Data Scientist,3,1
132,132,2.9, CA, CA,1001 - 5000 ,Company - Private,Manufacturing,$1 - $2 billion ,0,0,51,112,81.5,Pharmavite,49,1,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,Data Scientist,2,1
133,133,3.8, CA, CA,1001 - 5000 ,Company - Public,Biotech & Pharmaceuticals,$500 million - $1 billion ,0,0,113,223,168.0,BioMarin Pharmaceutical,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Data Scientist,3,1
134,134,4.3, CO, CO,1 - 50 ,Company - Private,Aerospace & Defense,Unknown / Non-Applicable,0,0,72,129,100.5,Stratagem Group,13,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,Data or ML Engineer,0,1
135,135,3.4, NY, United Kingdom,1001 - 5000 ,Company - Private,Business Services,$100 - $500 million ,0,0,71,123,97.0,PA Consulting,77,1,0,0,0,0,0,0,2,1,1,1,1,0,1,1,0,Data Scientist,3,0
136,136,4.1, VA, VA,5001 - 10000 ,Company - Public,Business Services,$1 - $2 billion ,0,0,64,106,85.0,ManTech,52,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,Data Scientist,0,1
137,137,4.3, CA, CA,201 - 500 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,118,189,153.5,h2o.ai,9,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,0,Data Scientist,0,1
138,138,5.0, FL, VA,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,1,0,120,145,132.5,Gridiron IT,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Data or ML Engineer,0,0
139,139,4.3, IL, IL,51 - 200 ,Company - Private,Information Technology,$10 - $25 million ,0,0,80,120,100.0,Productive Edge,12,1,0,0,0,0,0,0,6,0,0,0,1,0,1,1,0,Data or ML Engineer,3,1
140,140,3.7, CO, CO,201 - 500 ,Company - Private,Other Sectors,Unknown / Non-Applicable,0,0,80,130,105.0,Evolve Vacation Rental,9,1,0,0,0,0,0,0,9,0,1,0,1,0,0,0,1,Data Scientist,0,1
141,141,4.2, UT, UT,10000+ ,Nonprofit Organization,Other Sectors,Unknown / Non-Applicable,0,0,59,115,87.0,The Church of Jesus Christ of Latter-day Saints,-1,0,0,0,0,1,0,0,9,0,0,0,0,1,1,1,0,Data or ML Engineer,0,1
142,142,4.3, CA, CA,51 - 200 ,Company - Private,Other Sectors,Unknown / Non-Applicable,0,0,71,136,103.5,Maximus Real Estate Partners,7,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,Data Analyst,3,1
143,143,2.6, PA, PA,501 - 1000 ,College / University,Education,Unknown / Non-Applicable,0,0,81,167,124.0,Software Engineering Institute,36,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,Data Scientist,0,1
144,144,3.8, WA, WA,1001 - 5000 ,Government,Other Sectors,$500 million - $1 billion ,0,0,49,85,67.0,PNNL,55,0,0,1,0,0,0,0,9,0,1,1,0,0,0,0,0,Data Scientist,3,1
145,145,3.9, DC, WA,10000+ ,Company - Private,Information Technology,$2 - $5 billion ,0,0,60,114,87.0,AVANADE,20,1,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,Data or ML Engineer,3,0
146,146,4.3, IL, CA,201 - 500 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,71,204,137.5,h2o.ai,9,1,0,0,0,0,0,0,6,0,1,1,1,1,1,1,0,Data Scientist,0,0
147,147,3.8, OH, OH,201 - 500 ,Company - Private,Business Services,$100 - $500 million ,0,0,75,125,100.0,PatientPoint,33,1,0,0,0,0,0,0,2,0,1,1,1,0,0,1,1,Data Scientist,3,1
148,148,3.8, TN, TN,5001 - 10000 ,Nonprofit Organization,Insurance,$5 - $10 billion ,0,0,77,136,106.5,BlueCross BlueShield of Tennessee,75,0,0,0,0,1,0,0,7,0,0,0,0,0,1,1,0,Data or ML Engineer,0,1
149,149,3.8, WA, WA,1001 - 5000 ,Government,Other Sectors,$500 million - $1 billion ,0,0,74,123,98.5,PNNL,55,0,0,1,0,0,0,0,9,1,0,0,1,0,0,0,1,Data Scientist,3,1
150,150,4.8, FL, FL,501 - 1000 ,Company - Private,Business Services,$100 - $500 million ,0,0,44,78,61.0,KnowBe4,10,1,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,Data Analyst,0,1
151,151,4.4, IN, IN,51 - 200 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,65,148,106.5,KSM Consulting,12,1,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,Data Scientist,0,1
152,152,3.9, MA, MA,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,59,110,84.5,Cogo Labs,15,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,Data or ML Engineer,0,1
153,153,3.4, NJ, NJ,1001 - 5000 ,Company - Public,Manufacturing,$2 - $5 billion ,0,0,85,134,109.5,Church & Dwight,174,0,1,0,0,0,0,0,8,0,1,1,1,0,0,1,0,Data Analyst,0,1
154,154,3.6, MA, MA,5001 - 10000 ,Company - Private,Insurance,$10+ billion ,0,0,124,204,164.0,MassMutual,169,1,0,0,0,0,0,0,7,1,1,1,1,0,0,0,1,Data Scientist,0,1
155,155,3.9, CA, CA,10000+ ,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion ,0,0,131,207,169.0,Genentech,44,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,Data Scientist,0,1
156,156,3.8, CA, CA,5001 - 10000 ,Company - Public,Other Sectors,$2 - $5 billion ,0,0,110,174,142.0,Juniper Networks,24,0,1,0,0,0,0,0,9,0,1,0,1,1,1,1,1,Data Scientist,0,1
157,157,3.7, MA, Japan,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,52,101,76.5,Takeda Pharmaceuticals,239,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Data Scientist,3,0
158,158,3.8, MD, MD,501 - 1000 ,Company - Private,Insurance,$500 million - $1 billion ,0,0,81,133,107.0,Legal & General America,39,1,0,0,0,0,0,0,7,0,1,1,1,0,0,1,0,Data Scientist,0,1
159,159,3.5, CA, CA,10000+ ,Company - Public,Information Technology,$10+ billion ,0,0,132,211,171.5,Western Digital,50,0,1,0,0,0,0,0,6,0,1,0,1,1,1,0,0,Data Scientist,2,1
160,160,3.9, TX, CA,201 - 500 ,Company - Private,Insurance,Unknown / Non-Applicable,0,0,73,119,96.0,Health IQ,7,1,0,0,0,0,0,0,7,1,0,0,1,0,0,1,1,Data Scientist,0,0
161,161,4.2, CA, CA,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,110,175,142.5,Nuna,10,1,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,Data Scientist,0,1
162,162,4.2, UT, UT,10000+ ,Nonprofit Organization,Other Sectors,Unknown / Non-Applicable,0,0,74,140,107.0,The Church of Jesus Christ of Latter-day Saints,-1,0,0,0,0,1,0,0,9,0,0,0,1,0,0,1,0,Data or ML Engineer,0,1
163,163,3.5, MA, MA,1001 - 5000 ,Company - Private,Biotech & Pharmaceuticals,$1 - $2 billion ,0,0,100,190,145.0,Sunovion,10,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Data Scientist,3,1
164,164,2.9, VA, VA,201 - 500 ,Nonprofit Organization,Education,$25 - $50 million ,0,0,43,80,61.5,National Student Clearinghouse,27,0,0,0,0,1,0,0,3,0,1,1,0,0,0,1,1,Data Analyst,3,1
165,165,3.6, PA, PA,5001 - 10000 ,Nonprofit Organization,Health Care,Unknown / Non-Applicable,0,1,17,24,20.5,Tower Health,3,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,Data Scientist,0,1
166,166,2.7, WI, WI,51 - 200 ,Government,Finance,$50 - $100 million ,0,0,91,149,120.0,State of Wisconsin Investment Board,69,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,Data Scientist,0,1
167,167,4.4, MA, MA,201 - 500 ,Company - Public,Biotech & Pharmaceuticals,$100 - $500 million ,0,0,42,82,62.0,Rubius Therapeutics,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Data Scientist,0,1
168,168,4.0, CA, CA,5001 - 10000 ,Company - Public,Information Technology,$2 - $5 billion ,0,0,116,185,150.5,Autodesk,38,0,1,0,0,0,0,0,6,1,1,1,1,0,0,0,1,Data Scientist,0,1
169,169,4.3, MI, MI,201 - 500 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,59,116,87.5,OneMagnify,53,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,Data Analyst,0,1
170,170,4.2, FL, FL,51 - 200 ,Company - Public,Business Services,$25 - $50 million ,0,0,48,95,71.5,IZEA,14,0,1,0,0,0,0,0,2,0,1,0,1,1,1,1,0,Data or ML Engineer,2,1
171,171,3.6, CA, CA,51 - 200 ,Subsidiary or Business Segment,Retail,$100 - $500 million ,0,0,31,72,51.5,Vionic Group,14,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,Data Analyst,0,1
172,172,3.7, CA, Japan,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,105,198,151.5,Takeda Pharmaceuticals,239,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,Data Scientist,3,0
173,173,2.8, NJ, NJ,201 - 500 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,55,100,77.5,Dodge Data & Analytics,6,1,0,0,0,0,0,0,6,0,1,1,1,0,1,1,1,Data Analyst,0,1
174,174,3.7, MA, Japan,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,98,182,140.0,Takeda Pharmaceuticals,239,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Data Scientist,3,0
175,175,3.3, NJ, MA,1001 - 5000 ,Company - Private,Insurance,$10 - $25 million ,0,0,73,124,98.5,Plymouth Rock Assurance,38,1,0,0,0,0,0,0,7,1,0,1,0,0,0,1,1,Data Scientist,2,0
176,176,-1.0, CA, CA,51 - 200 ,Company - Private,Information Technology,$5 - $10 million ,1,0,200,250,225.0,CA-One Tech Cloud,3,1,0,0,0,0,0,0,6,0,1,1,1,1,0,1,1,Data Scientist,0,1
177,177,3.6, DE, DE,1001 - 5000 ,Nonprofit Organization,Health Care,$100 - $500 million ,0,1,21,34,27.5,Beebe Healthcare,85,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,Data Scientist,0,1
178,178,3.7, MA, Japan,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,117,206,161.5,Takeda Pharmaceuticals,239,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Data Scientist,3,0
179,179,3.4, NY, Bermuda,1001 - 5000 ,Company - Public,Insurance,$1 - $2 billion ,0,0,111,183,147.0,Argo Group US,72,0,1,0,0,0,0,0,7,1,1,1,0,0,0,0,1,Data Scientist,0,0
180,180,4.1, MO, MO,501 - 1000 ,Company - Private,Other Sectors,$1 - $2 billion ,0,0,44,78,61.0,Associated Electric Cooperative,59,1,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,Data Analyst,0,1
181,181,2.6, PA, PA,501 - 1000 ,College / University,Education,Unknown / Non-Applicable,0,0,81,159,120.0,Software Engineering Institute,36,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,Data Scientist,0,1
182,182,3.2, AZ, CA,1001 - 5000 ,Company - Public,Finance,$500 million - $1 billion ,0,0,83,166,124.5,PennyMac,12,0,1,0,0,0,0,0,4,0,1,1,1,0,0,1,0,Data Scientist,3,0
183,183,3.9, CA, CA,51 - 200 ,Company - Private,Finance,$50 - $100 million ,0,0,114,182,148.0,Zest AI,11,1,0,0,0,0,0,0,4,0,1,1,1,0,0,0,1,Data Scientist,0,1
184,184,4.7, AL, VA,51 - 200 ,Company - Private,Aerospace & Defense,$25 - $50 million ,0,0,42,76,59.0,DECISIVE ANALYTICS Corporation,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Data Analyst,2,0
185,185,3.7, MA, MA,5001 - 10000 ,Company - Public,Insurance,$5 - $10 billion ,0,0,114,179,146.5,The Hanover Insurance Group,168,0,1,0,0,0,0,0,7,1,1,1,1,0,0,1,0,Data Scientist,0,1
186,186,2.9, MA, MA,201 - 500 ,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,60,123,91.5,Karyopharm Therapeutics Inc.,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Data Scientist,0,1
187,187,3.0, IL, IL,501 - 1000 ,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,100,166,133.0,Tempus Labs,5,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,Data Scientist,0,1
188,188,4.7, UT, UT,51 - 200 ,Company - Private,Biotech & Pharmaceuticals,$1 - $5 million ,0,0,108,173,140.5,Recursion Pharmaceuticals,7,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,Data Scientist,0,1
189,189,3.7, LA, CO,501 - 1000 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,48,93,70.5,P2 Energy Solutions,-1,1,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,Data or ML Engineer,0,0
190,190,3.3, NY, NY,10000+ ,Hospital,Health Care,$500 million - $1 billion ,0,0,54,115,84.5,Rochester Regional Health,6,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,Data Scientist,0,1
191,191,4.0, MD, MD,51 - 200 ,Company - Private,Information Technology,$5 - $10 million ,0,0,60,127,93.5,ClearEdge,18,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,Data or ML Engineer,0,1
192,192,4.4, MA, MA,201 - 500 ,Company - Public,Biotech & Pharmaceuticals,$100 - $500 million ,0,0,90,179,134.5,Rubius Therapeutics,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Data Scientist,0,1
193,193,3.9, CA, CA,201 - 500 ,Company - Private,Information Technology,$10 - $25 million ,0,0,138,224,181.0,Tapjoy,13,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,Data or ML Engineer,2,1
194,194,3.3, NY, NY,10000+ ,Hospital,Health Care,$500 million - $1 billion ,0,0,54,115,84.5,Rochester Regional Health,6,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,Data Scientist,0,1
195,195,4.1, CA, CA,51 - 200 ,Company - Private,Information Technology,$50 - $100 million ,0,0,190,220,205.0,Credit Sesame,10,1,0,0,0,0,0,0,6,0,1,0,1,1,0,0,1,Data or ML Engineer,3,1
196,196,3.6, CA, CA,1001 - 5000 ,Company - Private,Other Sectors,$100 - $500 million ,0,0,35,62,48.5,San Manuel Casino,34,1,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,Data Analyst,0,1
197,197,4.0, TX, TX,1001 - 5000 ,Hospital,Health Care,$50 - $100 million ,0,1,18,25,21.5,Texas Health Huguley Hospital,43,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,Data Scientist,0,1
198,198,2.4, IL, TX,501 - 1000 ,Company - Private,Manufacturing,$100 - $500 million ,0,0,39,66,52.5,Teasdale Latin Foods,-1,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,Data Scientist,0,0
199,199,2.6, PA, PA,501 - 1000 ,College / University,Education,Unknown / Non-Applicable,0,0,81,167,124.0,Software Engineering Institute,36,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,Data Scientist,0,1
200,200,3.5, CA, CA,501 - 1000 ,Nonprofit Organization,Health Care,$500 million - $1 billion ,0,0,42,86,64.0,Central California Alliance for Health,24,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,Data Analyst,0,1
201,201,3.0, TN, TN,10000+ ,Company - Private,Retail,$10+ billion ,0,0,69,127,98.0,Pilot Flying J Travel Centers LLC,62,1,0,0,0,0,0,0,10,0,1,0,0,0,1,0,1,Data or ML Engineer,3,1
202,202,3.6, DE, DE,1001 - 5000 ,Nonprofit Organization,Health Care,$100 - $500 million ,0,1,21,34,27.5,Beebe Healthcare,85,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,Data Scientist,0,1
203,203,3.3, WI, WI,501 - 1000 ,Company - Private,Manufacturing,Unknown / Non-Applicable,0,0,40,68,54.0,Palermo's Pizza,56,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,Data Scientist,0,1
204,204,2.7, MD, MD,201 - 500 ,Company - Private,Biotech & Pharmaceuticals,$25 - $50 million ,0,0,49,113,81.0,Advanced BioScience Laboratories,59,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Data Scientist,0,1
205,205,3.4, IL, IL,1001 - 5000 ,Company - Public,Other Sectors,$2 - $5 billion ,0,0,75,140,107.5,Echo Global Logistics,15,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,Data or ML Engineer,3,1
206,206,3.8, IL, ID,501 - 1000 ,Company - Private,Other Sectors,Unknown / Non-Applicable,0,0,86,139,112.5,Truckstop.com,25,1,0,0,0,0,0,0,9,0,1,1,1,1,0,1,0,Data Scientist,0,0
207,207,3.7, VA, MD,10000+ ,Company - Public,Aerospace & Defense,$10+ billion ,0,0,66,112,89.0,Lockheed Martin,25,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,Data Scientist,3,0
208,208,4.8, WI, WI,1001 - 5000 ,Company - Private,Insurance,$1 - $2 billion ,0,0,76,125,100.5,Acuity Insurance,95,1,0,0,0,0,0,0,7,1,0,1,0,0,0,0,1,Data Scientist,0,1
209,209,3.8, NY, NY,1001 - 5000 ,Company - Private,Other Sectors,$2 - $5 billion ,0,0,44,86,65.0,Fareportal,18,1,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,Data Analyst,3,1
210,210,3.4, LA, DC,10000+ ,Government,Other Sectors,Unknown / Non-Applicable,0,1,15,25,20.0,"Veterans Affairs, Veterans Health Administration",90,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,Data Scientist,0,0
211,211,4.3, TX, TX,201 - 500 ,Subsidiary or Business Segment,Business Services,Unknown / Non-Applicable,0,0,53,92,72.5,Credera,21,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,0,Data Scientist,0,1
212,212,4.8, FL, FL,501 - 1000 ,Company - Private,Business Services,$100 - $500 million ,0,0,44,78,61.0,KnowBe4,10,1,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,Data Analyst,0,1
213,213,3.4, NJ, NJ,1001 - 5000 ,Company - Public,Manufacturing,$2 - $5 billion ,0,0,85,134,109.5,Church & Dwight,174,0,1,0,0,0,0,0,8,0,1,1,1,0,0,1,0,Data Analyst,0,1
214,214,3.9, MA, MA,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,59,110,84.5,Cogo Labs,15,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,Data or ML Engineer,0,1
215,215,3.4, IL, IL,51 - 200 ,Company - Private,Business Services,$10 - $25 million ,0,0,64,111,87.5,Spectrum Communications and Consulting,28,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,Data Scientist,0,1
216,216,3.1, CA, South Korea,1001 - 5000 ,Company - Public,Other Sectors,$10+ billion ,0,0,65,120,92.5,NCSOFT,23,0,1,0,0,0,0,0,9,1,1,1,0,0,0,1,0,Data Analyst,3,0
217,217,3.2, VA, MA,5001 - 10000 ,Nonprofit Organization,Other Sectors,$1 - $2 billion ,0,0,60,103,81.5,MITRE,62,0,0,0,0,1,0,0,9,0,1,0,1,0,0,0,0,Data Scientist,3,0
218,218,4.3, OH, OH,1001 - 5000 ,Company - Private,Other Sectors,Unknown / Non-Applicable,0,0,53,105,79.0,"Dayton Freight Lines, Inc.",39,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,Data Analyst,2,1
219,219,3.6, MA, MA,5001 - 10000 ,Company - Private,Insurance,$10+ billion ,0,0,124,204,164.0,MassMutual,169,1,0,0,0,0,0,0,7,1,1,1,1,0,0,0,1,Data Scientist,0,1
220,220,3.9, CA, CA,10000+ ,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion ,0,0,131,207,169.0,Genentech,44,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,Data Scientist,0,1
221,221,3.8, CA, CA,5001 - 10000 ,Company - Public,Other Sectors,$2 - $5 billion ,0,0,110,174,142.0,Juniper Networks,24,0,1,0,0,0,0,0,9,0,1,0,1,1,1,1,1,Data Scientist,0,1
222,222,2.8, CA, CA,501 - 1000 ,Nonprofit Organization,Other Sectors,$50 - $100 million ,0,0,33,62,47.5,Community Action Partnership of San Luis Obispo,-1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,Data Analyst,0,1
223,223,3.7, MA, Japan,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,52,101,76.5,Takeda Pharmaceuticals,239,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Data Scientist,3,0
224,224,3.4, CA, CA,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,48,90,69.0,TrueAccord,7,1,0,0,0,0,0,0,6,1,1,1,1,0,0,1,0,Data Analyst,0,1
225,225,4.0, ID, OH,201 - 500 ,Company - Private,Information Technology,$50 - $100 million ,0,0,34,64,49.0,DRB Systems,36,1,0,0,0,0,0,0,6,1,1,1,0,0,0,1,0,Data Analyst,0,0
226,226,3.5, CA, CA,10000+ ,Company - Public,Information Technology,$10+ billion ,0,0,132,211,171.5,Western Digital,50,0,1,0,0,0,0,0,6,0,1,0,1,1,1,0,0,Data Scientist,2,1
227,227,3.8, MD, MD,501 - 1000 ,Company - Private,Insurance,$500 million - $1 billion ,0,0,81,133,107.0,Legal & General America,39,1,0,0,0,0,0,0,7,0,1,1,1,0,0,1,0,Data Scientist,0,1
228,228,3.7, NJ, NJ,201 - 500 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,42,76,59.0,Corcentric,24,1,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,Data Analyst,0,1
229,229,3.5, IN, VA,201 - 500 ,Company - Private,Information Technology,$25 - $50 million ,0,0,66,111,88.5,U.Group,1,1,0,0,0,0,0,0,6,0,0,0,1,1,1,0,0,Data Scientist,0,0
230,230,4.2, UT, UT,10000+ ,Nonprofit Organization,Other Sectors,Unknown / Non-Applicable,0,0,74,140,107.0,The Church of Jesus Christ of Latter-day Saints,-1,0,0,0,0,1,0,0,9,0,0,0,1,0,0,1,0,Data or ML Engineer,0,1
231,231,4.0, MA, NY,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,63,110,86.5,Pfizer,171,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,Data Scientist,0,0
232,232,4.3, KY, GA,51 - 200 ,Nonprofit Organization,Other Sectors,$10 - $25 million ,0,0,63,105,84.0,SMC 3,85,0,0,0,0,1,0,0,9,1,1,0,0,0,0,1,0,Data Scientist,0,0
233,233,4.7, NY, OH,201 - 500 ,Company - Private,Business Services,$50 - $100 million ,0,0,91,138,114.5,Systems Evolution Inc.,28,1,0,0,0,0,0,0,2,1,1,1,1,0,1,1,0,Data Analyst,0,0
234,234,3.5, MA, MA,1001 - 5000 ,Company - Private,Biotech & Pharmaceuticals,$1 - $2 billion ,0,0,100,190,145.0,Sunovion,10,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Data Scientist,3,1
235,235,4.4, TN, CA,1001 - 5000 ,Company - Public,Information Technology,$100 - $500 million ,0,0,62,114,88.0,Eventbrite,14,0,1,0,0,0,0,0,6,0,1,0,1,1,0,1,0,Data or ML Engineer,3,0
236,236,4.1, IL, IL,501 - 1000 ,Company - Private,Information Technology,$100 - $500 million ,0,0,71,129,100.0,Centro,19,1,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,Data or ML Engineer,3,1
237,237,2.9, VA, VA,201 - 500 ,Nonprofit Organization,Education,$25 - $50 million ,0,0,43,80,61.5,National Student Clearinghouse,27,0,0,0,0,1,0,0,3,0,1,1,0,0,0,1,1,Data Analyst,3,1
238,238,2.5, OR, VA,1001 - 5000 ,Company - Public,Business Services,$1 - $2 billion ,0,0,74,119,96.5,comScore,21,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,Data Scientist,3,0
239,239,4.2, MN, IL,201 - 500 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,55,97,76.0,SullivanCotter,28,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,Data Analyst,3,0
240,240,3.9, NY, NY,1001 - 5000 ,Company - Private,Business Services,$100 - $500 million ,0,0,15,16,15.5,NPD,54,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,Data Scientist,0,1
241,241,4.3, TX, TX,1 - 50 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,61,106,83.5,Bakery Agency,10,1,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,Data Scientist,0,1
242,242,2.7, WI, WI,51 - 200 ,Government,Finance,$50 - $100 million ,0,0,91,149,120.0,State of Wisconsin Investment Board,69,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,Data Scientist,0,1
